Date,Ticker,Close
2022-09-14,AAPL,76.58
2022-09-15,AAPL,76.15
2022-09-16,AAPL,77.65
2022-09-17,AAPL,78.74
2022-09-18,AAPL,78.08
2022-09-19,AAPL,79.9
2022-09-20,AAPL,80.4
2022-09-21,AAPL,78.49
2022-09-22,AAPL,79.74
2022-09-23,AAPL,80.04
2022-09-24,AAPL,80.13
2022-09-25,AAPL,81.04
2022-09-26,AAPL,81.31
2022-09-27,AAPL,82.74
2022-09-28,AAPL,83.23
2022-09-29,AAPL,83.57
2022-09-30,AAPL,83.5
2022-10-01,AAPL,82.7
2022-10-02,AAPL,82.9
2022-10-03,AAPL,83.06
2022-10-04,AAPL,84.24
2022-10-05,AAPL,85.81
2022-10-06,AAPL,84.71
2022-10-07,AAPL,83.24
2022-10-08,AAPL,82.78
2022-10-09,AAPL,83.44
2022-10-10,AAPL,81.69
2022-10-11,AAPL,80.58
2022-10-12,AAPL,81.86
2022-10-13,AAPL,83.82
2022-10-14,AAPL,85.31
2022-10-15,AAPL,86.76
2022-10-16,AAPL,88.64
2022-10-17,AAPL,87.95
2022-10-18,AAPL,87.03
2022-10-19,AAPL,85.17
2022-10-20,AAPL,84.93
2022-10-21,AAPL,84.94
2022-10-22,AAPL,86.89
2022-10-23,AAPL,85.82
2022-10-24,AAPL,86.54
2022-10-25,AAPL,85.43
2022-10-26,AAPL,83.84
2022-10-27,AAPL,83.35
2022-10-28,AAPL,83.64
2022-10-29,AAPL,84.01
2022-10-30,AAPL,83.99
2022-10-31,AAPL,84.02
2022-11-01,AAPL,83.76
2022-11-02,AAPL,85.28
2022-11-03,AAPL,86.69
2022-11-04,AAPL,87.98
2022-11-05,AAPL,86.28
2022-11-06,AAPL,86.57
2022-11-07,AAPL,86.77
2022-11-08,AAPL,87.61
2022-11-09,AAPL,88.39
2022-11-10,AAPL,90.36
2022-11-11,AAPL,92.29
2022-11-12,AAPL,91.99
2022-11-13,AAPL,92.13
2022-11-14,AAPL,91.56
2022-11-15,AAPL,93.3
2022-11-16,AAPL,95.01
2022-11-17,AAPL,96.6
2022-11-18,AAPL,97.99
2022-11-19,AAPL,98.77
2022-11-20,AAPL,98.16
2022-11-21,AAPL,97.1
2022-11-22,AAPL,97.39
2022-11-23,AAPL,97.11
2022-11-24,AAPL,98.31
2022-11-25,AAPL,100.1
2022-11-26,AAPL,99.99
2022-11-27,AAPL,99.26
2022-11-28,AAPL,97.43
2022-11-29,AAPL,95.48
2022-11-30,AAPL,93.57
2022-12-01,AAPL,95.17
2022-12-02,AAPL,95.39
2022-12-03,AAPL,94.96
2022-12-04,AAPL,95.26
2022-12-05,AAPL,95.46
2022-12-06,AAPL,95.87
2022-12-07,AAPL,94.19
2022-12-08,AAPL,95.2
2022-12-09,AAPL,96.44
2022-12-10,AAPL,95.29
2022-12-11,AAPL,94.86
2022-12-12,AAPL,94.4
2022-12-13,AAPL,92.84
2022-12-14,AAPL,92.39
2022-12-15,AAPL,92.34
2022-12-16,AAPL,93.66
2022-12-17,AAPL,94.3
2022-12-18,AAPL,94.41
2022-12-19,AAPL,93.44
2022-12-20,AAPL,93.25
2022-12-21,AAPL,94.76
2022-12-22,AAPL,93.41
2022-12-23,AAPL,95.4
2022-12-24,AAPL,95.6
2022-12-25,AAPL,94.57
2022-12-26,AAPL,96.0
2022-12-27,AAPL,97.14
2022-12-28,AAPL,97.41
2022-12-29,AAPL,98.2
2022-12-30,AAPL,98.46
2022-12-31,AAPL,100.21
2023-01-01,AAPL,99.12
2023-01-02,AAPL,99.39
2023-01-03,AAPL,99.74
2023-01-04,AAPL,100.94
2023-01-05,AAPL,100.68
2023-01-06,AAPL,102.43
2023-01-07,AAPL,103.92
2023-01-08,AAPL,103.88
2023-01-09,AAPL,102.68
2023-01-10,AAPL,101.48
2023-01-11,AAPL,103.44
2023-01-12,AAPL,105.22
2023-01-13,AAPL,106.81
2023-01-14,AAPL,104.83
2023-01-15,AAPL,105.58
2023-01-16,AAPL,105.57
2023-01-17,AAPL,106.96
2023-01-18,AAPL,108.83
2023-01-19,AAPL,110.19
2023-01-20,AAPL,109.9
2023-01-21,AAPL,109.9
2023-01-22,AAPL,108.79
2023-01-23,AAPL,108.06
2023-01-24,AAPL,109.85
2023-01-25,AAPL,111.04
2023-01-26,AAPL,110.5
2023-01-27,AAPL,110.29
2023-01-28,AAPL,110.49
2023-01-29,AAPL,108.6
2023-01-30,AAPL,109.59
2023-01-31,AAPL,108.12
2023-02-01,AAPL,106.44
2023-02-02,AAPL,106.54
2023-02-03,AAPL,106.55
2023-02-04,AAPL,104.93
2023-02-05,AAPL,106.08
2023-02-06,AAPL,106.01
2023-02-07,AAPL,104.25
2023-02-08,AAPL,103.82
2023-02-09,AAPL,102.33
2023-02-10,AAPL,101.54
2023-02-11,AAPL,102.3
2023-02-12,AAPL,104.27
2023-02-13,AAPL,103.63
2023-02-14,AAPL,103.67
2023-02-15,AAPL,105.42
2023-02-16,AAPL,107.11
2023-02-17,AAPL,106.8
2023-02-18,AAPL,106.15
2023-02-19,AAPL,105.28
2023-02-20,AAPL,103.49
2023-02-21,AAPL,103.21
2023-02-22,AAPL,102.54
2023-02-23,AAPL,104.22
2023-02-24,AAPL,104.45
2023-02-25,AAPL,104.19
2023-02-26,AAPL,105.54
2023-02-27,AAPL,106.23
2023-02-28,AAPL,105.21
2023-03-01,AAPL,103.64
2023-03-02,AAPL,105.0
2023-03-03,AAPL,105.17
2023-03-04,AAPL,106.3
2023-03-05,AAPL,107.59
2023-03-06,AAPL,108.43
2023-03-07,AAPL,109.21
2023-03-08,AAPL,109.77
2023-03-09,AAPL,110.7
2023-03-10,AAPL,110.25
2023-03-11,AAPL,111.78
2023-03-12,AAPL,111.89
2023-03-13,AAPL,113.46
2023-03-14,AAPL,113.11
2023-03-15,AAPL,111.92
2023-03-16,AAPL,110.92
2023-03-17,AAPL,110.88
2023-03-18,AAPL,110.71
2023-03-19,AAPL,109.71
2023-03-20,AAPL,110.1
2023-03-21,AAPL,110.48
2023-03-22,AAPL,112.39
2023-03-23,AAPL,111.5
2023-03-24,AAPL,110.85
2023-03-25,AAPL,109.07
2023-03-26,AAPL,108.36
2023-03-27,AAPL,107.22
2023-03-28,AAPL,105.67
2023-03-29,AAPL,104.9
2023-03-30,AAPL,106.87
2023-03-31,AAPL,106.56
2023-04-01,AAPL,106.65
2023-04-02,AAPL,108.06
2023-04-03,AAPL,108.74
2023-04-04,AAPL,107.45
2023-04-05,AAPL,107.61
2023-04-06,AAPL,107.49
2023-04-07,AAPL,107.86
2023-04-08,AAPL,106.96
2023-04-09,AAPL,106.73
2023-04-10,AAPL,106.13
2023-04-11,AAPL,107.65
2023-04-12,AAPL,107.4
2023-04-13,AAPL,106.09
2023-04-14,AAPL,107.17
2023-04-15,AAPL,105.55
2023-04-16,AAPL,104.03
2023-04-17,AAPL,104.6
2023-04-18,AAPL,105.15
2023-04-19,AAPL,106.99
2023-04-20,AAPL,105.27
2023-04-21,AAPL,105.92
2023-04-22,AAPL,104.42
2023-04-23,AAPL,103.06
2023-04-24,AAPL,101.76
2023-04-25,AAPL,102.92
2023-04-26,AAPL,103.58
2023-04-27,AAPL,102.89
2023-04-28,AAPL,103.45
2023-04-29,AAPL,105.08
2023-04-30,AAPL,105.34
2023-05-01,AAPL,105.39
2023-05-02,AAPL,105.77
2023-05-03,AAPL,103.8
2023-05-04,AAPL,102.88
2023-05-05,AAPL,102.93
2023-05-06,AAPL,104.27
2023-05-07,AAPL,105.48
2023-05-08,AAPL,104.45
2023-05-09,AAPL,105.49
2023-05-10,AAPL,107.18
2023-05-11,AAPL,106.83
2023-05-12,AAPL,106.39
2023-05-13,AAPL,108.33
2023-05-14,AAPL,107.65
2023-05-15,AAPL,105.9
2023-05-16,AAPL,104.3
2023-05-17,AAPL,103.03
2023-05-18,AAPL,103.05
2023-05-19,AAPL,101.41
2023-05-20,AAPL,100.95
2023-05-21,AAPL,100.25
2023-05-22,AAPL,99.07
2023-05-23,AAPL,98.88
2023-05-24,AAPL,98.87
2023-05-25,AAPL,97.47
2023-05-26,AAPL,96.13
2023-05-27,AAPL,94.32
2023-05-28,AAPL,93.29
2023-05-29,AAPL,94.75
2023-05-30,AAPL,94.46
2023-05-31,AAPL,94.18
2023-06-01,AAPL,94.58
2023-06-02,AAPL,94.41
2023-06-03,AAPL,95.07
2023-06-04,AAPL,94.36
2023-06-05,AAPL,93.91
2023-06-06,AAPL,92.31
2023-06-07,AAPL,93.0
2023-06-08,AAPL,92.18
2023-06-09,AAPL,93.5
2023-06-10,AAPL,94.87
2023-06-11,AAPL,94.56
2023-06-12,AAPL,93.9
2023-06-13,AAPL,93.0
2023-06-14,AAPL,93.74
2023-06-15,AAPL,91.78
2023-06-16,AAPL,90.43
2023-06-17,AAPL,91.32
2023-06-18,AAPL,90.61
2023-06-19,AAPL,90.61
2023-06-20,AAPL,91.1
2023-06-21,AAPL,89.31
2023-06-22,AAPL,87.74
2023-06-23,AAPL,88.17
2023-06-24,AAPL,88.47
2023-06-25,AAPL,87.29
2023-06-26,AAPL,85.77
2023-06-27,AAPL,85.15
2023-06-28,AAPL,84.93
2023-06-29,AAPL,84.83
2023-06-30,AAPL,83.38
2023-07-01,AAPL,83.46
2023-07-02,AAPL,83.28
2023-07-03,AAPL,81.51
2023-07-04,AAPL,82.93
2023-07-05,AAPL,82.82
2023-07-06,AAPL,84.72
2023-07-07,AAPL,86.68
2023-07-08,AAPL,86.74
2023-07-09,AAPL,88.41
2023-07-10,AAPL,88.94
2023-07-11,AAPL,90.15
2023-07-12,AAPL,88.27
2023-07-13,AAPL,89.19
2023-07-14,AAPL,88.38
2023-07-15,AAPL,88.7
2023-07-16,AAPL,88.98
2023-07-17,AAPL,87.62
2023-07-18,AAPL,86.18
2023-07-19,AAPL,87.35
2023-07-20,AAPL,88.3
2023-07-21,AAPL,90.16
2023-07-22,AAPL,89.37
2023-07-23,AAPL,90.73
2023-07-24,AAPL,91.58
2023-07-25,AAPL,91.09
2023-07-26,AAPL,91.15
2023-07-27,AAPL,89.57
2023-07-28,AAPL,88.22
2023-07-29,AAPL,87.81
2023-07-30,AAPL,88.7
2023-07-31,AAPL,87.63
2023-08-01,AAPL,86.86
2023-08-02,AAPL,85.9
2023-08-03,AAPL,87.17
2023-08-04,AAPL,86.91
2023-08-05,AAPL,87.59
2023-08-06,AAPL,89.01
2023-08-07,AAPL,87.65
2023-08-08,AAPL,88.06
2023-08-09,AAPL,88.5
2023-08-10,AAPL,87.1
2023-08-11,AAPL,86.48
2023-08-12,AAPL,86.29
2023-08-13,AAPL,87.0
2023-08-14,AAPL,88.44
2023-08-15,AAPL,89.72
2023-08-16,AAPL,91.34
2023-08-17,AAPL,91.73
2023-08-18,AAPL,91.6
2023-08-19,AAPL,91.24
2023-08-20,AAPL,91.98
2023-08-21,AAPL,90.48
2023-08-22,AAPL,91.35
2023-08-23,AAPL,92.67
2023-08-24,AAPL,94.0
2023-08-25,AAPL,93.46
2023-08-26,AAPL,91.94
2023-08-27,AAPL,92.38
2023-08-28,AAPL,90.79
2023-08-29,AAPL,90.83
2023-08-30,AAPL,90.46
2023-08-31,AAPL,92.19
2023-09-01,AAPL,93.29
2023-09-02,AAPL,92.58
2023-09-03,AAPL,91.11
2023-09-04,AAPL,90.51
2023-09-05,AAPL,90.95
2023-09-06,AAPL,90.44
2023-09-07,AAPL,91.53
2023-09-08,AAPL,90.07
2023-09-09,AAPL,88.52
2023-09-10,AAPL,89.48
2023-09-11,AAPL,88.53
2023-09-12,AAPL,88.37
2023-09-13,AAPL,89.35
2023-09-14,AAPL,87.81
2023-09-15,AAPL,89.66
2023-09-16,AAPL,90.54
2023-09-17,AAPL,89.55
2023-09-18,AAPL,90.06
2023-09-19,AAPL,90.66
2023-09-20,AAPL,89.92
2023-09-21,AAPL,90.84
2023-09-22,AAPL,90.49
2023-09-23,AAPL,88.58
2023-09-24,AAPL,86.73
2023-09-25,AAPL,85.37
2023-09-26,AAPL,83.38
2023-09-27,AAPL,85.08
2023-09-28,AAPL,86.73
2023-09-29,AAPL,85.16
2023-09-30,AAPL,83.64
2023-10-01,AAPL,82.29
2023-10-02,AAPL,82.12
2023-10-03,AAPL,82.38
2023-10-04,AAPL,81.69
2023-10-05,AAPL,82.47
2023-10-06,AAPL,83.27
2023-10-07,AAPL,85.14
2023-10-08,AAPL,83.46
2023-10-09,AAPL,84.49
2023-10-10,AAPL,83.15
2023-10-11,AAPL,84.17
2023-10-12,AAPL,83.5
2023-10-13,AAPL,83.9
2023-10-14,AAPL,84.36
2023-10-15,AAPL,86.19
2023-10-16,AAPL,85.76
2023-10-17,AAPL,86.2
2023-10-18,AAPL,85.33
2023-10-19,AAPL,85.5
2023-10-20,AAPL,86.7
2023-10-21,AAPL,84.99
2023-10-22,AAPL,83.91
2023-10-23,AAPL,85.69
2023-10-24,AAPL,84.59
2023-10-25,AAPL,83.45
2023-10-26,AAPL,83.39
2023-10-27,AAPL,82.53
2023-10-28,AAPL,81.38
2023-10-29,AAPL,82.01
2023-10-30,AAPL,80.03
2023-10-31,AAPL,80.5
2023-11-01,AAPL,80.2
2023-11-02,AAPL,80.93
2023-11-03,AAPL,81.68
2023-11-04,AAPL,82.79
2023-11-05,AAPL,83.55
2023-11-06,AAPL,83.77
2023-11-07,AAPL,82.6
2023-11-08,AAPL,81.6
2023-11-09,AAPL,82.66
2023-11-10,AAPL,84.57
2023-11-11,AAPL,86.3
2023-11-12,AAPL,85.95
2023-11-13,AAPL,85.6
2023-11-14,AAPL,86.77
2023-11-15,AAPL,87.44
2023-11-16,AAPL,88.59
2023-11-17,AAPL,88.27
2023-11-18,AAPL,89.25
2023-11-19,AAPL,90.98
2023-11-20,AAPL,92.73
2023-11-21,AAPL,93.08
2023-11-22,AAPL,94.7
2023-11-23,AAPL,94.51
2023-11-24,AAPL,96.12
2023-11-25,AAPL,98.02
2023-11-26,AAPL,96.41
2023-11-27,AAPL,96.55
2023-11-28,AAPL,97.85
2023-11-29,AAPL,99.71
2023-11-30,AAPL,97.88
2023-12-01,AAPL,96.87
2023-12-02,AAPL,98.65
2023-12-03,AAPL,98.49
2023-12-04,AAPL,98.92
2023-12-05,AAPL,100.7
2023-12-06,AAPL,100.43
2023-12-07,AAPL,101.49
2023-12-08,AAPL,100.94
2023-12-09,AAPL,99.36
2023-12-10,AAPL,98.59
2023-12-11,AAPL,98.2
2023-12-12,AAPL,99.91
2023-12-13,AAPL,100.1
2023-12-14,AAPL,99.29
2023-12-15,AAPL,99.59
2023-12-16,AAPL,101.31
2023-12-17,AAPL,101.68
2023-12-18,AAPL,103.11
2023-12-19,AAPL,102.52
2023-12-20,AAPL,101.01
2023-12-21,AAPL,101.9
2023-12-22,AAPL,102.68
2023-12-23,AAPL,102.45
2023-12-24,AAPL,103.84
2023-12-25,AAPL,103.79
2023-12-26,AAPL,104.0
2023-12-27,AAPL,104.05
2023-12-28,AAPL,103.71
2023-12-29,AAPL,104.47
2023-12-30,AAPL,104.42
2023-12-31,AAPL,103.34
2024-01-01,AAPL,104.56
2024-01-02,AAPL,102.75
2024-01-03,AAPL,103.25
2024-01-04,AAPL,103.34
2024-01-05,AAPL,105.22
2024-01-06,AAPL,104.69
2024-01-07,AAPL,103.91
2024-01-08,AAPL,104.02
2024-01-09,AAPL,104.85
2024-01-10,AAPL,106.38
2024-01-11,AAPL,104.83
2024-01-12,AAPL,104.56
2024-01-13,AAPL,103.56
2024-01-14,AAPL,102.0
2024-01-15,AAPL,102.51
2024-01-16,AAPL,103.95
2024-01-17,AAPL,105.87
2024-01-18,AAPL,106.08
2024-01-19,AAPL,107.53
2024-01-20,AAPL,105.69
2024-01-21,AAPL,106.14
2024-01-22,AAPL,105.8
2024-01-23,AAPL,104.47
2024-01-24,AAPL,102.49
2024-01-25,AAPL,101.2
2024-01-26,AAPL,101.05
2024-01-27,AAPL,101.01
2024-01-28,AAPL,102.54
2024-01-29,AAPL,102.73
2024-01-30,AAPL,102.84
2024-01-31,AAPL,104.54
2024-02-01,AAPL,106.0
2024-02-02,AAPL,104.01
2024-02-03,AAPL,104.7
2024-02-04,AAPL,106.31
2024-02-05,AAPL,108.24
2024-02-06,AAPL,108.68
2024-02-07,AAPL,106.86
2024-02-08,AAPL,108.71
2024-02-09,AAPL,107.45
2024-02-10,AAPL,108.8
2024-02-11,AAPL,107.32
2024-02-12,AAPL,107.26
2024-02-13,AAPL,109.24
2024-02-14,AAPL,108.75
2024-02-15,AAPL,108.51
2024-02-16,AAPL,110.31
2024-02-17,AAPL,110.26
2024-02-18,AAPL,109.53
2024-02-19,AAPL,108.3
2024-02-20,AAPL,110.26
2024-02-21,AAPL,109.48
2024-02-22,AAPL,109.48
2024-02-23,AAPL,109.02
2024-02-24,AAPL,110.59
2024-02-25,AAPL,112.46
2024-02-26,AAPL,112.12
2024-02-27,AAPL,110.55
2024-02-28,AAPL,108.94
2024-02-29,AAPL,109.1
2024-03-01,AAPL,109.28
2024-03-02,AAPL,107.42
2024-03-03,AAPL,106.9
2024-03-04,AAPL,107.1
2024-03-05,AAPL,105.91
2024-03-06,AAPL,105.25
2024-03-07,AAPL,104.7
2024-03-08,AAPL,103.36
2024-03-09,AAPL,103.79
2024-03-10,AAPL,105.77
2024-03-11,AAPL,107.35
2024-03-12,AAPL,106.2
2024-03-13,AAPL,104.67
2024-03-14,AAPL,104.42
2024-03-15,AAPL,103.95
2024-03-16,AAPL,103.27
2024-03-17,AAPL,102.24
2024-03-18,AAPL,100.31
2024-03-19,AAPL,101.51
2024-03-20,AAPL,103.03
2024-03-21,AAPL,102.91
2024-03-22,AAPL,102.3
2024-03-23,AAPL,104.29
2024-03-24,AAPL,103.5
2024-03-25,AAPL,102.94
2024-03-26,AAPL,102.67
2024-03-27,AAPL,102.51
2024-03-28,AAPL,104.33
2024-03-29,AAPL,103.34
2024-03-30,AAPL,104.54
2024-03-31,AAPL,102.94
2024-04-01,AAPL,101.1
2024-04-02,AAPL,102.58
2024-04-03,AAPL,102.37
2024-04-04,AAPL,103.2
2024-04-05,AAPL,102.17
2024-04-06,AAPL,101.64
2024-04-07,AAPL,102.98
2024-04-08,AAPL,102.51
2024-04-09,AAPL,100.96
2024-04-10,AAPL,101.77
2024-04-11,AAPL,101.26
2024-04-12,AAPL,103.17
2024-04-13,AAPL,101.47
2024-04-14,AAPL,102.31
2024-04-15,AAPL,103.5
2024-04-16,AAPL,101.58
2024-04-17,AAPL,101.08
2024-04-18,AAPL,100.26
2024-04-19,AAPL,99.53
2024-04-20,AAPL,100.82
2024-04-21,AAPL,100.87
2024-04-22,AAPL,102.09
2024-04-23,AAPL,102.94
2024-04-24,AAPL,101.42
2024-04-25,AAPL,100.33
2024-04-26,AAPL,101.75
2024-04-27,AAPL,103.0
2024-04-28,AAPL,103.44
2024-04-29,AAPL,103.38
2024-04-30,AAPL,105.34
2024-05-01,AAPL,105.21
2024-05-02,AAPL,105.96
2024-05-03,AAPL,105.4
2024-05-04,AAPL,106.4
2024-05-05,AAPL,105.0
2024-05-06,AAPL,106.32
2024-05-07,AAPL,105.96
2024-05-08,AAPL,104.1
2024-05-09,AAPL,105.24
2024-05-10,AAPL,103.96
2024-05-11,AAPL,104.82
2024-05-12,AAPL,105.59
2024-05-13,AAPL,104.47
2024-05-14,AAPL,105.21
2024-05-15,AAPL,106.56
2024-05-16,AAPL,105.06
2024-05-17,AAPL,104.95
2024-05-18,AAPL,103.08
2024-05-19,AAPL,102.16
2024-05-20,AAPL,103.24
2024-05-21,AAPL,105.16
2024-05-22,AAPL,103.6
